,Unnamed: 0,num_infected,cities_infected,num_interactions,run,probability_of_flying_day,transmission_rate,initial_infected,passengers_per_flight,effective_contacts,probability_of_flying,reproduction_number
36,36,9225.0,157,140,run-20150321-736,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,9603.0,151,128,run-20150321-737,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,10072.0,176,133,run-20150321-738,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,10536.0,176,152,run-20150321-739,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,0.0,0,0,run-20150321-74,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,95289.0,258,765,run-20150321-740,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,88969.0,256,763,run-20150321-741,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,93632.0,256,763,run-20150321-742,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,85767.0,259,719,run-20150321-743,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,101386.0,268,789,run-20150321-744,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,93716.0,266,783,run-20150321-745,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,82751.0,252,698,run-20150321-746,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,93430.0,263,744,run-20150321-747,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,76285.0,247,674,run-20150321-748,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,78444.0,246,650,run-20150321-749,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-75,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,87902.0,263,751,run-20150321-750,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,85782.0,252,741,run-20150321-751,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,76896.0,246,667,run-20150321-752,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,84828.0,251,734,run-20150321-753,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,84838.0,259,755,run-20150321-754,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,87091.0,268,743,run-20150321-755,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,83068.0,260,703,run-20150321-756,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,82875.0,249,700,run-20150321-757,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,93936.0,250,793,run-20150321-758,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,84134.0,259,706,run-20150321-759,0.0005,0.06333333333333332,"[[366], [4000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-76,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,4000.0,1,0,run-20150321-760,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-761,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-762,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-763,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-764,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-765,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-766,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-767,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-768,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-769,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-77,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,4000.0,1,0,run-20150321-770,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-771,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-772,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-773,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-774,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-775,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-776,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-777,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-778,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,4000.0,1,0,run-20150321-779,0.0005,0,"[[366], [4000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-78,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,4809771.0,422,2526,run-20150321-780,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4658153.0,413,2541,run-20150321-781,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4561327.0,416,2556,run-20150321-782,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,5090391.0,420,2574,run-20150321-783,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4747054.0,427,2547,run-20150321-784,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,5284365.0,405,2565,run-20150321-785,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,5026235.0,411,2524,run-20150321-786,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4870387.0,410,2570,run-20150321-787,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,5201097.0,418,2565,run-20150321-788,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4336503.0,409,2503,run-20150321-789,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,0.0,0,0,run-20150321-79,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,4956421.0,414,2553,run-20150321-790,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4709717.0,408,2544,run-20150321-791,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4847792.0,419,2517,run-20150321-792,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,5160389.0,423,2573,run-20150321-793,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4772555.0,406,2509,run-20150321-794,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4996932.0,420,2545,run-20150321-795,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4879935.0,413,2537,run-20150321-796,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4838022.0,415,2536,run-20150321-797,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4899668.0,425,2569,run-20150321-798,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,4862148.0,416,2543,run-20150321-799,0.0005,0.07,"[[366], [4000]]",150,15,0.014891755791629935,1.05
36,36,0.0,0,0,run-20150321-8,0.0005,0.04,"[[366], [1000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-80,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-800,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-801,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-802,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-803,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-804,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-805,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-806,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-807,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-808,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-809,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-81,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-810,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-811,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-812,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-813,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-814,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-815,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-816,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-817,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-818,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-819,0.0005,0.04,"[[366], [5000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-82,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-820,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-821,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-822,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-823,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-824,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-825,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-826,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-827,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-828,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-829,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,1.0,1,0,run-20150321-83,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-830,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-831,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-832,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-833,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-834,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-835,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-836,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-837,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-838,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-839,0.0005,0.043333333333333335,"[[366], [5000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-84,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-840,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-841,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-842,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-843,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-844,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-845,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-846,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-847,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-848,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-849,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,7.0,2,0,run-20150321-85,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-850,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-851,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-852,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-853,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-854,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-855,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-856,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-857,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-858,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-859,0.0005,0.04666666666666666,"[[366], [5000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-86,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-860,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-861,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,4.0,2,0,run-20150321-862,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-863,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-864,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,1.0,1,0,run-20150321-865,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-866,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-867,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-868,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-869,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-87,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-870,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-871,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-872,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-873,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-874,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-875,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-876,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-877,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-878,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-879,0.0005,0.05,"[[366], [5000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-88,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,63.0,15,1,run-20150321-880,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,45.0,13,1,run-20150321-881,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,31.0,10,0,run-20150321-882,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,27.0,4,2,run-20150321-883,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,33.0,8,1,run-20150321-884,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,30.0,9,1,run-20150321-885,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,49.0,11,0,run-20150321-886,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,15.0,3,0,run-20150321-887,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,23.0,4,0,run-20150321-888,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,10.0,4,0,run-20150321-889,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,1.0,1,0,run-20150321-89,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,4.0,2,0,run-20150321-890,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,30.0,9,0,run-20150321-891,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,17.0,6,1,run-20150321-892,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,1.0,1,0,run-20150321-893,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,23.0,7,0,run-20150321-894,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,77.0,16,2,run-20150321-895,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,8.0,4,0,run-20150321-896,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,22.0,10,0,run-20150321-897,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,54.0,13,1,run-20150321-898,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,28.0,10,0,run-20150321-899,0.0005,0.05333333333333334,"[[366], [5000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-9,0.0005,0.04,"[[366], [1000]]",150,15,0.014891755791629935,0.6
36,36,1.0,1,0,run-20150321-90,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,762.0,58,9,run-20150321-900,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,730.0,61,12,run-20150321-901,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,853.0,71,13,run-20150321-902,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,703.0,63,13,run-20150321-903,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,873.0,69,14,run-20150321-904,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,694.0,56,7,run-20150321-905,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,680.0,58,17,run-20150321-906,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,994.0,68,15,run-20150321-907,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,950.0,66,11,run-20150321-908,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,911.0,66,12,run-20150321-909,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,0.0,0,0,run-20150321-91,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,719.0,59,9,run-20150321-910,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,837.0,63,13,run-20150321-911,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,754.0,64,10,run-20150321-912,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,743.0,67,14,run-20150321-913,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,873.0,62,19,run-20150321-914,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,816.0,61,18,run-20150321-915,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,774.0,69,8,run-20150321-916,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,572.0,59,10,run-20150321-917,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,531.0,53,12,run-20150321-918,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,875.0,70,10,run-20150321-919,0.0005,0.056666666666666664,"[[366], [5000]]",150,15,0.014891755791629935,0.85
36,36,0.0,0,0,run-20150321-92,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,12017.0,181,160,run-20150321-920,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,10786.0,178,143,run-20150321-921,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11716.0,177,170,run-20150321-922,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,12518.0,182,183,run-20150321-923,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11818.0,165,150,run-20150321-924,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,12384.0,179,178,run-20150321-925,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11960.0,166,153,run-20150321-926,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11228.0,169,145,run-20150321-927,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,10541.0,167,146,run-20150321-928,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11105.0,167,162,run-20150321-929,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,0.0,0,0,run-20150321-93,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,9840.0,170,117,run-20150321-930,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,12879.0,187,187,run-20150321-931,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,12168.0,174,169,run-20150321-932,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,12057.0,177,158,run-20150321-933,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11777.0,179,144,run-20150321-934,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,12997.0,182,181,run-20150321-935,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,13643.0,184,184,run-20150321-936,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,13115.0,177,194,run-20150321-937,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11023.0,167,157,run-20150321-938,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,11829.0,170,160,run-20150321-939,0.0005,0.060000000000000005,"[[366], [5000]]",150,15,0.014891755791629935,0.9
36,36,2.0,1,0,run-20150321-94,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,115508.0,274,853,run-20150321-940,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,107904.0,267,842,run-20150321-941,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,108081.0,262,821,run-20150321-942,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
